Attraction,https://www.tripadvisor.com/ShowUserReviewsg312578d313843r667424990ApartheidMuseumJohannesburgGreaterJohannesburgGauteng.html,Date of experience: February 2019,Apartheid Museum,Africa,South Africa,Gauteng,"New York City, New York","The most onesided, blatantly partial museum I've ever visited","No attempt made whatsoever at being impartial towards the subject of racial segregation.     Yes, you get a decent overview of life under apartheid pre1994, but it is portrayed as being an incredibly dark, gloomy period as if it suddently improved after 1994 it did not, at least not markedly so for 99 of poor blacks.  You will not find a single bad word said about Mandela here.  A museum's goal is to inform, not pander to.  And an internationally acclaimed one such as the Aparthed Museum should try much, much harder in the future to lay out the pros and cons of South African history."
Attraction,https://www.tripadvisor.com/ShowUserReviewsg312578d313843r667284408ApartheidMuseumJohannesburgGreaterJohannesburgGauteng.html,Date of experience: April 2019,Apartheid Museum,Africa,South Africa,Gauteng,"Brooklyn, New York",A mustsee!,"South Africa, more than most other countries, has deep cultural roots in its racially divided population. To get a comprehensive background of the racerelations and political history of the nation, this museum is a must. It is inexpensive and you could easily spend 3 or 4 hours inside. The organization of the exhibits can get a bit confusing, so you may have to do some backtracking, however, they offer a map at the ticketing counter to help. If you get hungry and feel yourself starting to breeze through some of the interesting parts of the museum, there is a small cafe towards the middle where you can get some food and recharge. After visiting this museum, you should have a better understanding of what Apartheid is, how it came to be, and how it came to be no more. If you want to get a souvenir, there is a small shop by the restaurant, but the selection is limited."
Attraction,https://www.tripadvisor.com/ShowUserReviewsg312578d313843r657747852ApartheidMuseumJohannesburgGreaterJohannesburgGauteng.html,Date of experience: January 2019,Apartheid Museum,Africa,South Africa,Gauteng,"Davis, California",Excellent but not enough time!,"We were able to spend about 2 hours here on our Soweto tour and it was not enough to absorb all there is to see and read. There is so much to learn about the struggles during apartheid and the continuing challenges to bring racial and economic equality. I left feeling emotionally drained, much like when i went to the genocide and holocaust museums."
Attraction,https://www.tripadvisor.com/ShowUserReviewsg312578d313843r656920073ApartheidMuseumJohannesburgGreaterJohannesburgGauteng.html,Date of experience: March 2019,Apartheid Museum,Africa,South Africa,Gauteng,"London, United Kingdom",A must GO TO...,"after reading a few reviews, I would suggest if you have never been, I would suggest to go with an open mind. Well, what a place to see and eye opening museum it is. You get to learn a lot about Mandela and how the Apartheid happens, racial and politics going on back in the 19th Century. There is ALOT of reading and would take aprox 2 hours to see everything. The Museum doesn't allow you to take photos  inside but you can take photos outside of the museum, I believe it is something to do with copy right. There is a cafe near the exit as well as a souvenir shop."
Attraction,https://www.tripadvisor.com/ShowUserReviewsg312578d313843r635291193ApartheidMuseumJohannesburgGreaterJohannesburgGauteng.html,Date of experience: November 2018,Apartheid Museum,Africa,South Africa,Gauteng,"Benicia, California",Thought provoking ,"Ok. The museum could be set up a little better, like the Wits University Origins Center museum but beyond that it is a sad look at human behavior, the need to subjugate a group, to divide and conquer along economic and then racial lines.  The museum could have paid more attention to the poor plight Asians and Coloured people at the hand of the Apartheid regime and their role. The  museum is a must see. 34 hours easily "
Attraction,https://www.tripadvisor.com/ShowUserReviewsg312578d313843r623536813ApartheidMuseumJohannesburgGreaterJohannesburgGauteng.html,Date of experience: September 2018,Apartheid Museum,Africa,South Africa,Gauteng,"Omaha, Nebraska",You can relive Apartheid in this museum!,Every aspect of Apartheid is captured in this museum including the vehicle used to mow down the tin shacks the oppressed had for their homes.   You can experience the racial segregation by all aspects of color and looks. There is also a separate building just for a Nelson Mandela Exhibition. You will also learn the 20th Century History of South Africa.
Attraction,https://www.tripadvisor.com/ShowUserReviewsg312578d313843r619235204ApartheidMuseumJohannesburgGreaterJohannesburgGauteng.html,Date of experience: September 2018,Apartheid Museum,Africa,South Africa,Gauteng,"Vernon, Canada",Extremely Sobering and Thought Provoking,"The Apartheid Museum provides a detailed history of how apartheid came to be, the impact on South Africas blacks and the journey and struggle to have this system of racial discrimination overthrown. It portrays the involvement of all the known figures, Mandela, de Klerk, etc, and also lesser known stories not carried or portrayed by the Western North American media.The museum also records what has happened since apartheid fell, and as a white person, it humbled me as to the level of forgiveness and desire to move forward with a multiracial system of the black community who was do horrendously wronged.I left emotionally drained and deeply reflective and extremely enlightened."
Attraction,https://www.tripadvisor.com/ShowUserReviewsg312578d313843r614557054ApartheidMuseumJohannesburgGreaterJohannesburgGauteng.html,Date of experience: July 2018,Apartheid Museum,Africa,South Africa,Gauteng,"Kaohsiung, Taiwan","INTERESTING, INTERACTIVE, INFORMATIVE","Included in the full day MoAfrika Soweto tour see my review we partookLOCATIONOpposite the Gold Reef City, with a large parking lot.MUSEUMThere is a graffiti wall after walking through the entrance gate marking the centennial celebration of Nelson Mandelas legacy.Visitors will either be issued a White or Nonwhite ticket to experience firsthand the feeling of segregation, discrimination and unrest as one walks through the corridors of history. There are various relics, videos and memorabilia in the museum. Trace the heroes of apartheid from birth to death, and walk with them up the hill of democracy and freedom. Listen to the echoes of Nelson Mandela resonating the room and our memories.This is an important site for locals and internationals alike, filled with dynamic emotion of a once bitter and broken nation. May the nation leaders heed the lessons and avoid racial tensions, confrontations, injustice, reverse apartheid and work to heal the rainbow nation.COFFEE SHOPThere is a coffee shop, ATM and souvenir shop outside the main building.NOTEThe museum may not appeal to young children. Perhaps a playground in the park would keep them from mischief, running amok and yelling. There are also no strollers onsite, so if your child gets tired from walking/waiting, you have to carry them. Photography is not allowed in the museum.One can spend a few to several hours here depending how much time one has to absorb and digest the material. We spent 3 hours here, but could have stayed longer had it not been closing time.SUMMARYCertainly an important museum documenting the timeline and lives of the many who sacrificed, suffered and finally triumphed. Let history not repeat itself!"
Attraction,https://www.tripadvisor.com/ShowUserReviewsg312578d313843r603085568ApartheidMuseumJohannesburgGreaterJohannesburgGauteng.html,Date of experience: April 2018,Apartheid Museum,Africa,South Africa,Gauteng,unknown,Obligatory visit,This museum should passage obligatoire for all visitors to RSA to remind of the countrys bloody history and the atrocities committed under the Apartheid system of institutionalised racial segregation under white minority rule.
Attraction,https://www.tripadvisor.com/ShowUserReviewsg312578d313843r596526534ApartheidMuseumJohannesburgGreaterJohannesburgGauteng.html,Date of experience: May 2018,Apartheid Museum,Africa,South Africa,Gauteng,"Junction City, OR",A moving experience,"This is an excellent museum.  When you enter, you are given a ticket as either white or nonwhite. Amazing story of the history of South Africa and its racial history. I was awed by the efforts made by the black community to overcome apartheid. I am also moved by the fact that it still exists in South Africa, just not always as obvious."
